code,category,name,price,currency,rating,rating_count,store_type,url,url_picture
100522162929,Утюги/Home Element,Утюг Home Element HE-IR216 оранжевый агат/белый,651,RUR,0,0,Беру,https://beru.ru/product/utiug-home-element-he-ir216/100522162929,https://avatars.mds.yandex.net/get-mpic/1605421/img_id6971876121168143368.jpeg/orig
100522166855,Другие массажеры/Welss,Массажер Welss WS 3070 серебристый,1990,RUR,0,0,Беру,https://beru.ru/product/massazher-welss-ws-3070/100522166855,https://avatars.mds.yandex.net/get-mpic/1626700/img_id5222988513603552444.jpeg/orig
100522166883,Сумки и рюкзаки для ноутбуков/HAMA,Рюкзак HAMA Business Notebook Backpack 15.6 grey,3490,RUR,0,0,Беру,https://beru.ru/product/riukzak-hama-business-notebook-backpack-15-6/100522166883,https://avatars.mds.yandex.net/get-mpic/331398/img_id693856331352005302.jpeg/orig
100522197838,Электрические зубные щетки/Philips,Звуковая зубная щетка Philips Sonicare 2 Series plaque control HX6212 фиолетовый,5490,RUR,5,46,Беру,https://beru.ru/product/elektricheskaia-zubnaia-shchetka-philips-sonicare-2-series-plaque-control-hx6212/100522197838,https://avatars.mds.yandex.net/get-mpic/200316/img_id2503335601006669856.jpeg/orig
100522197838,Электрические зубные щетки/Philips,Звуковая зубная щетка Philips Sonicare 2 Series plaque control HX6212 фиолетовый,3690,RUR,0,0,Беру,https://beru.ru/product/elektricheskaia-zubnaia-shchetka-philips-sonicare-2-series-plaque-control-hx6212/100522197838,https://avatars.mds.yandex.net/get-mpic/200316/img_id2503335601006669856.jpeg/orig
100522197841,Электрические зубные щетки/Philips,Звуковая зубная щетка Philips Sonicare HealthyWhite HX6762/43 розовый,4190,RUR,0,0,Беру,https://beru.ru/product/elektricheskaia-zubnaia-shchetka-philips-sonicare-healthywhite-hx6762-43/100522197841,https://avatars.mds.yandex.net/get-mpic/175985/img_id8547669034948018777.jpeg/orig
100523275842,Сумки и рюкзаки для ноутбуков/HAMA,Чехол HAMA Neoprene Notebook Sleeve 13.3 black,620,RUR,0,0,Беру,https://beru.ru/product/chekhol-hama-neoprene-notebook-sleeve-13-3/100523275842,https://avatars.mds.yandex.net/get-mpic/331398/img_id2037648156489254288.jpeg/orig
100523275842,Сумки и рюкзаки для ноутбуков/HAMA,Чехол HAMA Neoprene Notebook Sleeve 13.3 black,620,RUR,0,0,Беру,https://beru.ru/product/chekhol-hama-neoprene-notebook-sleeve-13-3/100523275842,https://avatars.mds.yandex.net/get-mpic/331398/img_id2037648156489254288.jpeg/orig
100523275857,Сумки и рюкзаки для ноутбуков/HAMA,Чехол HAMA Neoprene Notebook Sleeve 15.6 grey/red,1090,RUR,0,0,Беру,https://beru.ru/product/chekhol-hama-neoprene-notebook-sleeve-15-6/100523275857,https://avatars.mds.yandex.net/get-mpic/364668/img_id4383702812008541059.jpeg/orig
100523679893,Флешки USB/SmartBuy,Флешка SmartBuy Jet 16GB синий,350,RUR,0,0,Беру,https://beru.ru/product/fleshka-smartbuy-jet-16gb/100523679893,https://avatars.mds.yandex.net/get-mpic/1538707/img_id5388518966255773645.jpeg/orig
100523681217,Флешки USB/SmartBuy,Флешка SmartBuy Wild Series Heart 32GB красный,722,RUR,0,0,Беру,https://beru.ru/product/fleshka-smartbuy-wild-series-heart-32gb/100523681217,https://avatars.mds.yandex.net/get-mpic/364668/img_id6594694241093808752.jpeg/orig
100523681220,Флешки USB/SmartBuy,Флешка SmartBuy X'mas series Santa 32GB красный/белый,657,RUR,0,0,Беру,https://beru.ru/product/fleshka-smartbuy-x-mas-series-santa-32gb/100523681220,https://avatars.mds.yandex.net/get-mpic/1526692/img_id1908286004984081807/orig
100523681861,Мясорубки электрические/Sinbo,Мясорубка Sinbo SHB-3165 серебристый,7690,RUR,0,0,Беру,https://beru.ru/product/miasorubka-sinbo-shb-3165/100523681861,https://avatars.mds.yandex.net/get-mpic/1865271/img_id457792292773418782.jpeg/orig
100523682210,Флешки USB/SmartBuy,Флешка SmartBuy Rose 16GB красный/зеленый,671,RUR,0,0,Беру,https://beru.ru/product/fleshka-smartbuy-rose-16gb/100523682210,https://avatars.mds.yandex.net/get-mpic/1591646/img_id3670029532374307824.jpeg/orig
100526133847,Миксеры/Kitfort,"Миксер Kitfort KT-1336-2, розовый",14490,RUR,0,0,Беру,https://beru.ru/product/mikser-kitfort-kt-1336/100526133847,https://avatars.mds.yandex.net/get-mpic/1056698/img_id2924071665808029490.jpeg/orig
100526134798,"Кабели, разъемы, переходники/GreenConnect",Разъем GreenConnect microUSB - USB Type-C (UC3U2MF) голубой,150,RUR,0,0,Беру,https://beru.ru/product/razem-greenconnect-microusb-usb-type-c-uc3u2mf/100526134798,https://avatars.mds.yandex.net/get-mpic/1060343/img_id8503392318637240701.jpeg/orig
100526171888,"Кабели, разъемы, переходники/GreenConnect",Кабель GreenConnect USB - microUSB (GCR-UA9MCB3) 2 м бело-зеленый,421,RUR,0,0,Беру,https://beru.ru/product/kabel-greenconnect-usb-microusb-gcr-ua9mcb3-2-m/100526171888,https://avatars.mds.yandex.net/get-mpic/1428687/img_id2133772880295030311.jpeg/orig
100526171888,"Кабели, разъемы, переходники/GreenConnect",Кабель GreenConnect USB - microUSB (GCR-UA9MCB3) 2 м бело-зеленый,280,RUR,0,0,Беру,https://beru.ru/product/kabel-greenconnect-usb-microusb-gcr-ua9mcb3-2-m/100526171888,https://avatars.mds.yandex.net/get-mpic/1428687/img_id2133772880295030311.jpeg/orig
100526171900,Чехлы для планшетов/With Love. Moscow,Чехол With Love. Moscow Rotator 360 для Apple iPad mini 4 черный,490,RUR,0,0,Беру,https://beru.ru/product/chekhol-with-love-moscow-rotator-360-dlia-apple-ipad-mini-4/100526171900,https://avatars.mds.yandex.net/get-mpic/1642819/img_id3968515270253735958.jpeg/orig
100526171929,USB-концентраторы/GreenConnect,"USB-концентратор GreenConnect GCR-UH214BR, разъемов: 4, бронзовый",645,RUR,0,0,Беру,https://beru.ru/product/usb-kontsentrator-greenconnect-gcr-uh214br-razemov-4/100526171929,https://avatars.mds.yandex.net/get-mpic/1525355/img_id4201393831173951197.jpeg/orig
100526181096,Другие массажеры/Original FitTools,Массажер Original FitTools FT-WASP 9 см серый,490,RUR,0,0,Беру,https://beru.ru/product/massazher-original-fittools-ft-wasp-9-sm/100526181096,https://avatars.mds.yandex.net/get-mpic/1453843/img_id559192084397533067.png/orig
100526181096,Другие массажеры/Original FitTools,Массажер Original FitTools FT-WASP 9 см серый,490,RUR,0,0,Беру,https://beru.ru/product/massazher-original-fittools-ft-wasp-9-sm/100526181096,https://avatars.mds.yandex.net/get-mpic/1453843/img_id559192084397533067.png/orig
100526181138,Йогуртницы/Kitfort,Йогуртница Kitfort KT-2020 оранжевый,1190,RUR,5,6,Беру,https://beru.ru/product/iogurtnitsa-kitfort-kt-2020/100526181138,https://avatars.mds.yandex.net/get-mpic/1620389/img_id2154876938432751559.jpeg/orig
100526181138,Йогуртницы/Kitfort,Йогуртница Kitfort KT-2020 оранжевый,1290,RUR,0,0,Беру,https://beru.ru/product/iogurtnitsa-kitfort-kt-2020/100526181138,https://avatars.mds.yandex.net/get-mpic/1620389/img_id2154876938432751559.jpeg/orig
100526184852,Чехлы для планшетов/With Love. Moscow,Чехол With Love. Moscow Rotator 360 для Apple iPad mini 1/2/3 черный,450,RUR,0,0,Беру,https://beru.ru/product/chekhol-with-love-moscow-rotator-360-dlia-apple-ipad-mini-1-2-3/100526184852,https://avatars.mds.yandex.net/get-mpic/1605421/img_id7744302337119315511.jpeg/orig
100526184876,Чехлы для планшетов/With Love. Moscow,Чехол With Love. Moscow Rotator 360 для Apple iPad 9.7 красная сакура,450,RUR,0,0,Беру,https://beru.ru/product/chekhol-with-love-moscow-rotator-360-dlia-apple-ipad-9-7/100526184876,https://avatars.mds.yandex.net/get-mpic/1042102/img_id8734248012522548648.jpeg/orig
100526185080,"Кабели, разъемы, переходники/GreenConnect",Кабель GreenConnect USB 2.0 AM - USB 2.0 AM (GCR-UM4MF-BD) 1.8 м синий,300,RUR,0,0,Беру,https://beru.ru/product/kabel-greenconnect-usb-2-0-am-usb-2-0-am-gcr-um4mf-bd-1-8-m/100526185080,https://avatars.mds.yandex.net/get-mpic/1081556/img_id8796012726440808439.jpeg/orig
100526185087,Пылесосы/Bosch,Пылесос Bosch BGL 252000 laguna blue,5759,RUR,0,0,Беру,https://beru.ru/product/pylesos-bosch-bgl-252000/100526185087,https://avatars.mds.yandex.net/get-mpic/96484/img_id757321470342705438/orig
100528550751,Чехлы для планшетов/With Love. Moscow,Чехол With Love. Moscow W003721APP для Apple iPad 2/3/4 прозрачный,490,RUR,0,0,Беру,https://beru.ru/product/chekhol-with-love-moscow-w003721app-dlia-apple-ipad-2-3-4/100528550751,https://avatars.mds.yandex.net/get-mpic/1522540/img_id2015497415088556400.jpeg/orig
100528550758,Чехлы для планшетов/With Love. Moscow,"Чехол With Love. Moscow W003726APP для Apple iPad Pro 10.5""/iPad Air (2019) прозрачный",450,RUR,0,0,Беру,https://beru.ru/product/chekhol-with-love-moscow-w003726app-dlia-apple-ipad-pro-10-5-ipad-air-2019/100528550758,https://avatars.mds.yandex.net/get-mpic/1605421/img_id8419202020044868439.jpeg/orig
100528551792,Чехлы для планшетов/With Love. Moscow,Чехол With Love. Moscow Jack для iPad Pro 9.7 черный,490,RUR,0,0,Беру,https://beru.ru/product/chekhol-with-love-moscow-jack-dlia-ipad-pro-9-7/100528551792,https://avatars.mds.yandex.net/get-mpic/1602935/img_id8621958722177634067.jpeg/orig
100528552774,Чехлы для планшетов/With Love. Moscow,Чехол With Love. Moscow Jack для Apple iPad Pro 12.9 (2016 - 2017) черный,390,RUR,0,0,Беру,https://beru.ru/product/chekhol-with-love-moscow-jack-dlia-apple-ipad-pro-12-9-2016-2017/100528552774,https://avatars.mds.yandex.net/get-mpic/1525355/img_id521602464050329365.jpeg/orig
100528552802,Чехлы для планшетов/With Love. Moscow,Чехол With Love. Moscow Jack для Apple iPad Pro 10.5 красный,390,RUR,0,0,Беру,https://beru.ru/product/chekhol-with-love-moscow-jack-dlia-apple-ipad-pro-10-5/100528552802,https://avatars.mds.yandex.net/get-mpic/1453843/img_id1651585959396824511.jpeg/orig
100528605904,Чехлы для планшетов/With Love. Moscow,Чехол With Love. Moscow W000200APP для Apple iPad 2/3/4 Пастельные краски,490,RUR,0,0,Беру,https://beru.ru/product/chekhol-with-love-moscow-w000200app-dlia-apple-ipad-2-3-4/100528605904,https://avatars.mds.yandex.net/get-mpic/1417902/img_id1648903942674094381.jpeg/orig
100528605914,Игры для приставок и ПК/Konami,Игра для PlayStation 4 Pro Evolution Soccer 2019,3799,RUR,0,0,Беру,https://beru.ru/product/pro-evolution-soccer-2019/100528605914,https://avatars.mds.yandex.net/get-mpic/1602935/img_id501256641590535895.jpeg/orig
100528614951,Чехлы для планшетов/With Love. Moscow,Чехол With Love. Moscow Jack для Apple iPad mini 1/2/3 (W000223APP) звездная ночь,390,RUR,0,0,Беру,https://beru.ru/product/chekhol-with-love-moscow-jack-dlia-apple-ipad-mini-1-2-3-w000223app/100528614951,https://avatars.mds.yandex.net/get-mpic/1453843/img_id1030636989110011697.jpeg/orig
100528615891,Чехлы для планшетов/With Love. Moscow,"Чехол With Love. Moscow W000159APP для Apple iPad Pro 10.5""/iPad Air (2019) палитра",390,RUR,0,0,Беру,https://beru.ru/product/chekhol-with-love-moscow-w000159app-dlia-apple-ipad-pro-10-5-ipad-air-2019/100528615891,https://avatars.mds.yandex.net/get-mpic/1605421/img_id2509097815707556437.jpeg/orig
100528615908,Чехлы для планшетов/With Love. Moscow,Чехол With Love. Moscow W000187APP для Apple iPad 2/3/4 иней,490,RUR,0,0,Беру,https://beru.ru/product/chekhol-with-love-moscow-w000187app-dlia-apple-ipad-2-3-4/100528615908,https://avatars.mds.yandex.net/get-mpic/1538707/img_id6805953352851147969.jpeg/orig
100528615954,Грили и шашлычницы/VIGOR,Гриль VIGOR HX-7110 серый/черный,1490,RUR,0,0,Беру,https://beru.ru/product/gril-vigor-hx-7110/100528615954,https://avatars.mds.yandex.net/get-mpic/1620389/img_id1001791905776912232.jpeg/orig
100528615954,Грили и шашлычницы/VIGOR,Гриль VIGOR HX-7110 серый/черный,1490,RUR,0,0,Беру,https://beru.ru/product/gril-vigor-hx-7110/100528615954,https://avatars.mds.yandex.net/get-mpic/1620389/img_id1001791905776912232.jpeg/orig
100529608746,Сушильные машины и шкафы/RENOVA,Центрифуга RENOVA SD-30 T белый,3550,RUR,0,0,Беру,https://beru.ru/product/tsentrifuga-renova-sd-30-t/100529608746,https://avatars.mds.yandex.net/get-mpic/1565610/img_id4199486915712897942.jpeg/orig
100529608796,"Кабели, разъемы, переходники/Meyoto",Кабель Meyoto Lightning - USB (MECA8P1-0BL01) 1 м черный,240,RUR,0,0,Беру,https://beru.ru/product/kabel-meyoto-lightning-usb-meca8p1-0bl01-1-m/100529608796,https://avatars.mds.yandex.net/get-mpic/1522540/img_id1648141297042858021.jpeg/orig
100529729810,USB-концентраторы/Vention,"USB-концентратор Vention VAS-J 43-B 015, разъемов: 4, черный",475,RUR,0,0,Беру,https://beru.ru/product/usb-kontsentrator-vention-vas-j-43-b-015-razemov-4/100529729810,https://avatars.mds.yandex.net/get-mpic/1526692/img_id1878672968834274903.jpeg/orig
100529731927,Принтеры и МФУ/Samsung,МФУ Samsung ProXpress M4070FR белый/черный,23989,RUR,0,0,Беру,https://beru.ru/product/mfu-samsung-proxpress-m4070fr/100529731927,https://avatars.mds.yandex.net/get-mpic/195452/img_id8517282046889091783/orig
100529732002,Принтеры и МФУ/Brother,Принтер Brother HL-1110R белый/черный,6630,RUR,0,0,Беру,https://beru.ru/product/printer-brother-hl-1110r/100529732002,https://avatars.mds.yandex.net/get-mpic/96484/img_id3157105217395140207/orig
100529732002,Принтеры и МФУ/Brother,Принтер Brother HL-1110R белый/черный,6399,RUR,0,0,Беру,https://beru.ru/product/printer-brother-hl-1110r/100529732002,https://avatars.mds.yandex.net/get-mpic/96484/img_id3157105217395140207/orig
100529960822,Аксессуары для кофемашин и кофеварок/Krups,Средство Krups От накипи и кофейных масел XS3000 10 шт.,1490,RUR,0,0,Беру,https://beru.ru/product/sredstvo-krups-ot-nakipi-i-kofeinykh-masel-xs3000/100529960822,https://avatars.mds.yandex.net/get-mpic/1382936/img_id5279347670466863956.jpeg/orig
100530449739,Аксессуары для кофемашин и кофеварок/Filtero,Средство Filtero От накипи для кофеварок и кофемашин 4 шт.,187,RUR,0,0,Беру,https://beru.ru/product/sredstvo-filtero-ot-nakipi-dlia-kofevarok-i-kofemashin/100530449739,https://avatars.mds.yandex.net/get-mpic/1715213/img_id6154532733521418601.jpeg/orig
100530449739,Аксессуары для кофемашин и кофеварок/Filtero,Средство Filtero От накипи для кофеварок и кофемашин 4 шт.,229,RUR,0,0,Беру,https://beru.ru/product/sredstvo-filtero-ot-nakipi-dlia-kofevarok-i-kofemashin/100530449739,https://avatars.mds.yandex.net/get-mpic/1715213/img_id6154532733521418601.jpeg/orig
100530449770,"Кабели, разъемы, переходники/HARPER",Кабель HARPER USB - USB Type-C (SCH-730) 1 м оранжевый,297,RUR,0,0,Беру,https://beru.ru/product/kabel-harper-usb-usb-type-c-sch-730-1-m/100530449770,https://avatars.mds.yandex.net/get-mpic/1522540/img_id8646134410831024442.png/orig
100530449837,Принтеры и МФУ/Canon,МФУ Canon PIXMA G2411 черный,11229,RUR,0,0,Беру,https://beru.ru/product/mfu-canon-pixma-g2411/100530449837,https://avatars.mds.yandex.net/get-mpic/1056698/img_id3167662058133696669.jpeg/orig
100530449837,Принтеры и МФУ/Canon,МФУ Canon PIXMA G2411 черный,10239,RUR,0,0,Беру,https://beru.ru/product/mfu-canon-pixma-g2411/100530449837,https://avatars.mds.yandex.net/get-mpic/1056698/img_id3167662058133696669.jpeg/orig
100530449840,Сумки и рюкзаки для ноутбуков/Movom,Сумка Movom Texas Porta Ordenador 15.6 черный,4910,RUR,0,0,Беру,https://beru.ru/product/sumka-movom-texas-porta-ordenador-15-6/100530449840,https://avatars.mds.yandex.net/get-mpic/1567763/img_id607493273663181353.jpeg/orig
100530449927,Принтеры и МФУ/Canon,Принтер Canon i-SENSYS LBP6030B черный,10009,RUR,0,0,Беру,https://beru.ru/product/printer-canon-i-sensys-lbp6030b/100530449927,https://avatars.mds.yandex.net/get-mpic/1620389/img_id4063329834696903239.jpeg/orig
100530456735,Аксессуары для кофемашин и кофеварок/Filtero,Средство Filtero Для удаления кофейных масел 4 шт.,237,RUR,0,0,Беру,https://beru.ru/product/sredstvo-filtero-dlia-udaleniia-kofeinykh-masel/100530456735,https://avatars.mds.yandex.net/get-mpic/1924580/img_id8792160066701292262.jpeg/orig
100530456735,Аксессуары для кофемашин и кофеварок/Filtero,Средство Filtero Для удаления кофейных масел 4 шт.,299,RUR,0,0,Беру,https://beru.ru/product/sredstvo-filtero-dlia-udaleniia-kofeinykh-masel/100530456735,https://avatars.mds.yandex.net/get-mpic/1924580/img_id8792160066701292262.jpeg/orig
100530456787,Сумки и рюкзаки для ноутбуков/Pepe Jeans,Рюкзак Pepe Jeans Greenwich Azul Backpack 15.6 синий/черный,3940,RUR,0,0,Беру,https://beru.ru/product/riukzak-pepe-jeans-greenwich-azul-backpack-15-6/100530456787,https://avatars.mds.yandex.net/get-mpic/1602935/img_id4764012989714073952.jpeg/orig
100530456824,Кухонные весы/VIGOR,Кухонные весы VIGOR HX-8209 зеленый,395,RUR,0,0,Беру,https://beru.ru/product/kukhonnye-vesy-vigor-hx-8209/100530456824,https://avatars.mds.yandex.net/get-mpic/1522540/img_id7293238513906436748/orig
100530456895,Планшеты/TurboKids,Планшет TurboKids S5 16Gb синий,5699,RUR,0,0,Беру,https://beru.ru/product/planshet-turbokids-s5-16gb/100530456895,https://avatars.mds.yandex.net/get-mpic/1669769/img_id3903937838429654703.jpeg/orig
100530456895,Планшеты/TurboKids,Планшет TurboKids S5 16Gb синий,4740,RUR,0,0,Беру,https://beru.ru/product/planshet-turbokids-s5-16gb/100530456895,https://avatars.mds.yandex.net/get-mpic/1669769/img_id3903937838429654703.jpeg/orig
100530456896,Планшеты/TurboKids,Планшет TurboKids S5 16Gb оранжевый,4990,RUR,0,0,Беру,https://beru.ru/product/planshet-turbokids-s5-16gb/100530456896,https://avatars.mds.yandex.net/get-mpic/1537623/img_id6788239311803752827.jpeg/orig
100530456896,Планшеты/TurboKids,Планшет TurboKids S5 16Gb оранжевый,4615,RUR,0,0,Беру,https://beru.ru/product/planshet-turbokids-s5-16gb/100530456896,https://avatars.mds.yandex.net/get-mpic/1537623/img_id6788239311803752827.jpeg/orig
100530456897,Мясорубки электрические/БЕЛВАР,Мясорубка БЕЛВАР КЭМ-36/220-4-31 белый,3240,RUR,0,0,Беру,https://beru.ru/product/miasorubka-belvar-kem-36-220-4-31/100530456897,https://avatars.mds.yandex.net/get-mpic/1514097/img_id570508078793712251.jpeg/orig
100530456928,Принтеры и МФУ/Epson,МФУ Epson L3070 черный,14990,RUR,0,0,Беру,https://beru.ru/product/mfu-epson-l3070/100530456928,https://avatars.mds.yandex.net/get-mpic/1522540/img_id5338804523522948181.jpeg/orig
100530456945,Принтеры и МФУ/Brother,МФУ Brother DCP-T310 InkBenefit Plus черный,11490,RUR,0,0,Беру,https://beru.ru/product/mfu-brother-dcp-t310-inkbenefit-plus/100530456945,https://avatars.mds.yandex.net/get-mpic/1349652/img_id2592031092735057890.jpeg/orig
100530456970,Блинницы/Великие реки,Блинница Великие реки Добряна-5 белый,1573,RUR,4.5,5,Беру,https://beru.ru/product/blinnitsa-velikie-reki-dobriana-5/100530456970,https://avatars.mds.yandex.net/get-mpic/1620389/img_id403835087772362461.jpeg/orig
100530456970,Блинницы/Великие реки,Блинница Великие реки Добряна-5 белый,1336,RUR,0,0,Беру,https://beru.ru/product/blinnitsa-velikie-reki-dobriana-5/100530456970,https://avatars.mds.yandex.net/get-mpic/1620389/img_id403835087772362461.jpeg/orig
100530457732,Аксессуары для кофемашин и кофеварок/Topperr,Средство Topperr Для очистки кофемашин от кофейных масел 3037 10 шт.,323,RUR,0,0,Беру,https://beru.ru/product/sredstvo-topperr-dlia-ochistki-kofemashin-ot-kofeinykh-masel-3037/100530457732,https://avatars.mds.yandex.net/get-mpic/1605421/img_id1926378217606217010.jpeg/orig
100530457732,Аксессуары для кофемашин и кофеварок/Topperr,Средство Topperr Для очистки кофемашин от кофейных масел 3037 10 шт.,323,RUR,0,0,Беру,https://beru.ru/product/sredstvo-topperr-dlia-ochistki-kofemashin-ot-kofeinykh-masel-3037/100530457732,https://avatars.mds.yandex.net/get-mpic/1605421/img_id1926378217606217010.jpeg/orig
100530457934,Мясорубки электрические/БЕЛВАР,Мясорубка БЕЛВАР КЭМ-П2У-302-08 белый,4140,RUR,0,0,Беру,https://beru.ru/product/miasorubka-belvar-kem-p2u-302-08/100530457934,https://avatars.mds.yandex.net/get-mpic/1620389/img_id187646661306650904.jpeg/orig
100530457971,Тостеры/VIGOR,"Тостер VIGOR HX-6019, черный/серебристый",902,RUR,4,5,Беру,https://beru.ru/product/toster-vigor-hx-6019/100530457971,https://avatars.mds.yandex.net/get-mpic/200316/img_id329162063488521204/orig
100530457971,Тостеры/VIGOR,"Тостер VIGOR HX-6019, черный/серебристый",901,RUR,0,0,Беру,https://beru.ru/product/toster-vigor-hx-6019/100530457971,https://avatars.mds.yandex.net/get-mpic/200316/img_id329162063488521204/orig
100531417766,Электрочайники и термопоты/Великие реки,"Чайник Великие реки Кип-1, белый/голубой",830,RUR,0,0,Беру,https://beru.ru/product/chainik-velikie-reki-kip-1/100531417766,https://avatars.mds.yandex.net/get-mpic/96484/img_id2521031827950012637/orig
100531417766,Электрочайники и термопоты/Великие реки,"Чайник Великие реки Кип-1, белый/голубой",827,RUR,0,0,Беру,https://beru.ru/product/chainik-velikie-reki-kip-1/100531417766,https://avatars.mds.yandex.net/get-mpic/96484/img_id2521031827950012637/orig
100531417767,Электрочайники и термопоты/Великие реки,"Чайник Великие реки Кип-2, белый/голубой",848,RUR,0,0,Беру,https://beru.ru/product/chainik-velikie-reki-kip-2/100531417767,https://avatars.mds.yandex.net/get-mpic/200316/img_id6392104000273404435/orig
100531420738,Электрочайники и термопоты/VIGOR,"Чайник VIGOR HX 2086, белый",756,RUR,0,0,Беру,https://beru.ru/product/chainik-vigor-hx-2086/100531420738,https://avatars.mds.yandex.net/get-mpic/1538707/img_id7518943791689869386/orig
100531427842,Сумки и рюкзаки для ноутбуков/HAMA,Сумка HAMA Notebook Bag Miami Life 17.3 black,1560,RUR,0,0,Беру,https://beru.ru/product/sumka-hama-notebook-bag-miami-life-17-3/100531427842,https://avatars.mds.yandex.net/get-mpic/1525355/img_id7870108581791488690.png/orig
100531427871,Кухонные весы/Maxwell,Кухонные весы Maxwell MW-1478 MC белый/красный/синий,790,RUR,0,0,Беру,https://beru.ru/product/kukhonnye-vesy-maxwell-mw-1478-mc/100531427871,https://avatars.mds.yandex.net/get-mpic/331398/img_id8809681331187774358.jpeg/orig
100531427955,Блендеры/Oursson,"Стационарный блендер Oursson PB1550HTD, красный",6290,RUR,0,0,Беру,https://beru.ru/product/statsionarnyi-blender-oursson-pb1550htd/100531427955,https://avatars.mds.yandex.net/get-mpic/1571888/img_id2734307900053988563.jpeg/orig
100531428278,Блендеры/AURORA,"Погружной блендер AURORA AU 3352, дерево",3359,RUR,0,0,Беру,https://beru.ru/product/pogruzhnoi-blender-aurora-au-3352/100531428278,https://avatars.mds.yandex.net/get-mpic/1767083/img_id3186977051183989144/orig
100531428862,Игры для приставок и ПК/Sony,Игра для PlayStation 4 God of War 3 Remastered,1119,RUR,0,0,Беру,https://beru.ru/product/god-of-war-3-remastered/100531428862,https://avatars.mds.yandex.net/get-mpic/1669769/img_id3565555979404486511.jpeg/orig
100531428956,"Кабели, разъемы, переходники/HARPER",Кабель HARPER USB - microUSB (SCH-330) 1 м голубой,247,RUR,0,0,Беру,https://beru.ru/product/kabel-harper-usb-microusb-sch-330-1-m/100531428956,https://avatars.mds.yandex.net/get-mpic/1042102/img_id5904212735833688752.jpeg/orig
100531429843,Кофемолки электрические/AURORA,Кофемолка AURORA AU 146 нержавеющая сталь,1399,RUR,0,0,Беру,https://beru.ru/product/kofemolka-aurora-au-146/100531429843,https://avatars.mds.yandex.net/get-mpic/200316/img_id7420084964514796828/orig
100531429843,Кофемолки электрические/AURORA,Кофемолка AURORA AU 146 нержавеющая сталь,1399,RUR,0,0,Беру,https://beru.ru/product/kofemolka-aurora-au-146/100531429843,https://avatars.mds.yandex.net/get-mpic/200316/img_id7420084964514796828/orig
100531429849,Сумки и рюкзаки для ноутбуков/HAMA,Сумка HAMA 4047443349675 black/grey,1210,RUR,0,0,Беру,https://beru.ru/product/sumka-hama-florence-notebook-bag-15-6/100531429849,https://avatars.mds.yandex.net/get-mpic/466729/img_id6598843241940924497.jpeg/orig
100531429849,Сумки и рюкзаки для ноутбуков/HAMA,Сумка HAMA 4047443349675 black/grey,1210,RUR,0,0,Беру,https://beru.ru/product/sumka-hama-florence-notebook-bag-15-6/100531429849,https://avatars.mds.yandex.net/get-mpic/466729/img_id6598843241940924497.jpeg/orig
100531429877,Кофемолки электрические/AURORA,Кофемолка AURORA AU 346 нержавеющая сталь,2079,RUR,0,0,Беру,https://beru.ru/product/kofemolka-aurora-au-346/100531429877,https://avatars.mds.yandex.net/get-mpic/1592349/img_id7178637234815719880/orig
100531430256,Мясорубки электрические/Oursson,Мясорубка Oursson MG5000 слоновая кость,4130,RUR,0,0,Беру,https://beru.ru/product/miasorubka-oursson-mg5000/100531430256,https://avatars.mds.yandex.net/get-mpic/1565610/img_id3689277098165293491.jpeg/orig
100531430256,Мясорубки электрические/Oursson,Мясорубка Oursson MG5000 слоновая кость,4130,RUR,0,0,Беру,https://beru.ru/product/miasorubka-oursson-mg5000/100531430256,https://avatars.mds.yandex.net/get-mpic/1565610/img_id3689277098165293491.jpeg/orig
100531430308,Электрические зубные щетки/AEG,Электрическая зубная щетка AEG EZS 5663 белый,1050,RUR,0,0,Беру,https://beru.ru/product/elektricheskaia-zubnaia-shchetka-aeg-ezs-5663/100531430308,https://avatars.mds.yandex.net/get-mpic/1859594/img_id3126780375905160498/orig
100531430318,Блендеры/AURORA,"Погружной блендер AURORA AU 3354, черный",2719,RUR,0,0,Беру,https://beru.ru/product/pogruzhnoi-blender-aurora-au-3354/100531430318,https://avatars.mds.yandex.net/get-mpic/331398/img_id181513637470192946/orig
100531430319,Блендеры/AURORA,"Погружной блендер AURORA AU 3650, черный",3599,RUR,0,0,Беру,https://beru.ru/product/pogruzhnoi-blender-aurora-au-3650/100531430319,https://avatars.mds.yandex.net/get-mpic/1750207/img_id860475901393618566/orig
100531430354,Блендеры/VITEK,"Погружной блендер VITEK VT-3428, белый",775,RUR,0,0,Беру,https://beru.ru/product/pogruzhnoi-blender-vitek-vt-3428/100531430354,https://avatars.mds.yandex.net/get-mpic/175985/img_id7405363074518480629/orig
100531430562,Электрические зубные щетки/Brush Baby,Электрическая зубная щетка Brush Baby Go-Kidz pink,1896,RUR,0,0,Беру,https://beru.ru/product/elektricheskaia-zubnaia-shchetka-brush-baby-go-kidz/100531430562,https://avatars.mds.yandex.net/get-mpic/1605421/img_id9055310319864867380.jpeg/orig
100538732214,Обогреватели/Scoole,Конвектор Scoole SC HT CM3 1000 белый,1413,RUR,0,0,Беру,https://beru.ru/product/konvektor-scoole-sc-ht-cm3-1000/100538732214,https://avatars.mds.yandex.net/get-mpic/397397/img_id6989321766815613397.jpeg/orig
